time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,,time(sec), throughput(req/sec) 5, avg_lat(ms) 5,, throughput(req/sec) 6, avg_lat(ms) 6
3345,849.6,1018.372,994.433,1016.203,1016.826,1017.501,1025.286,1033.665,1083.663,1093.624,0.001,,,,,,,
3350,843.2,1018.588,999.046,1016.172,1016.809,1017.375,1024.975,1026.298,1091.641,1142.185,0.001,,,,,,,
3355,822.8,1019.128,997.153,1016.218,1016.819,1017.486,1025.365,1033.68,1091.554,1141.534,0.001,,,,,,,
3360,857.8,1018.215,993.783,1016.237,1016.88,1017.471,1024.727,1026.405,1083.506,1127.921,0.001,,,,,,,
3365,770.4,1020.319,993.852,1016.263,1016.88,1017.601,1025.297,1034.44,1108.554,1508.053,0.001,,,,,,,
3370,129.6,1508.657,999.573,1016.226,1016.858,1017.368,1022.052,1026.158,20994.593,20998.953,0.001,,,,,,,
3375,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3380,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3385,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3390,723.8,1018.998,999.33,1016.185,1016.768,1017.412,1025.447,1033.87,1099.523,1176.215,0.001,,,,,,,
3395,845,1018.557,999.368,1016.129,1016.741,1017.294,1025.001,1033.379,1082.451,1089.85,0.001,,,,,,,
3400,750.6,1069.898,999.124,1016.115,1016.761,1017.302,1022.571,1025.834,1083.445,13318.622,0.001,,,,,,,
3405,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3410,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3415,587.8,1018.626,999.274,1016.077,1016.63,1017.28,1024.647,1026.707,1083.434,1138.949,0.001,,,,,,,
3420,212,1296.036,999.71,1016.095,1016.707,1017.282,1024.783,1058.232,19393.07,19450.952,0.001,,,,,,,
3425,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3430,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3435,32.8,1035.448,1000.086,1016.039,1016.72,1020.261,1109.514,1133.845,1209.109,1209.401,0.001,,,,,,,
3440,699.6,1071.094,999.26,1016.09,1016.775,1017.34,1025.384,1050.035,1100.093,12454.358,0.001,,,,,,,
3445,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3450,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3455,716.6,1019.123,998.85,1016.172,1016.742,1017.348,1025.117,1032.489,1092.032,1134.302,0.001,,,,,,,
3460,93.2,1526.085,999.914,1016.08,1016.797,1017.332,1050.412,1091.76,15833.262,15833.58,0.001,,,,,,,
3465,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3470,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3475,709.6,1075.066,997.156,1016.201,1016.783,1017.499,1025.024,1033.813,1141.475,13319.358,0.001,,,,,,,
3480,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3485,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3490,473.2,1019.513,997.852,1016.164,1016.743,1017.4,1025.073,1030.867,1101.181,1159.474,0.001,,,,,,,
3495,243,1191.084,999.828,1016.203,1016.808,1017.356,1024.818,1026.064,14157.202,14249.533,0.001,,,,,,,
3500,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3505,41.4,1034.868,1000.009,1016.307,1016.919,1026.027,1108.69,1125.79,1125.894,1125.925,0.001,,,,,,,
3510,627.8,1083.891,996.874,1016.184,1016.808,1017.396,1024.723,1025.986,1107.372,13983.094,0.001,,,,,,,
3515,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3520,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3525,561.8,1019.381,999.307,1016.296,1016.922,1017.587,1025.404,1033.756,1100.646,1109.447,0.001,,,,,,,
3530,84.6,1472.861,997.54,1016.339,1017.033,1017.435,1025.602,1092.928,13026.479,13030.959,0.001,,,,,,,
3535,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3540,428.2,1018.179,999.328,1016.253,1016.813,1017.459,1025.135,1026.339,1075.721,1109.108,0.001,,,,,,,
3545,204.6,1289.109,999.349,1016.211,1016.844,1017.409,1024.945,1057.297,18341.024,18381.648,0.001,,,,,,,
3550,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3555,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3560,223.2,1020.992,999.39,1016.189,1016.985,1017.719,1025.975,1067.206,1100.967,1117.941,0.001,,,,,,,
3565,344.8,1091.309,999.529,1016.393,1016.947,1017.643,1025.18,1026.437,1096.704,8934.952,0.001,,,,,,,
3570,4.4,1089.795,1045.366,1059.731,1075.755,1117.329,1118.496,1134.992,1135.294,1135.294,0.001,,,,,,,
3575,110.6,1370.792,999.474,1024.751,1077.953,1134.932,1183.083,2641.581,9577.546,9595.294,0.001,,,,,,,
3580,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3585,59,1722.587,999.569,1021.317,1022.767,1028.143,1139.044,13699.076,13711.06,13721.599,0.001,,,,,,,
3590,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3595,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3600,67,1274.993,999.367,1020.96,1022.556,1034.761,1097.771,1108.421,6173.069,6177.828,0.001,,,,,,,
3605,159.8,1061.716,999.439,1020.264,1022.019,1056.938,1147.026,1187.423,1588.303,1588.716,0.001,,,,,,,
3610,322.6,1048.964,999.748,1019.489,1021.224,1029.372,1081.36,1137.613,1564.831,1816.027,0.001,,,,,,,
3615,214.6,1254.954,999.227,1019.398,1020.487,1028.564,1104.567,1254.172,15024.14,15038.41,0.001,,,,,,,
3620,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3625,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3630,114,1515.703,999.299,1018.883,1019.923,1022.627,1061.708,1078.575,18519.82,18520.307,0.001,,,,,,,
3635,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3640,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3645,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3650,124,1157.028,999.802,1018.645,1019.513,1020.799,1052.838,1112.242,6129.328,6172.642,0.001,,,,,,,
3655,121.6,1154.56,999.364,1019.024,1019.963,1022.073,1128.867,1210.832,5553.158,5553.233,0.001,,,,,,,
3660,196.2,1040.484,999.868,1018.68,1019.945,1028.523,1069.889,1128.099,1602.063,1620.168,0.001,,,,,,,
3665,404.4,1039.006,999.583,1018.104,1019.036,1021.077,1068.378,1125.826,1519.712,1546.011,0.001,,,,,,,
3670,430.2,1042.739,999.296,1017.665,1018.683,1020.088,1060.795,1102.891,2018.815,2027.189,0.001,,,,,,,
3675,353.8,1188.174,999.631,1017.743,1018.522,1019.63,1056.848,1094.075,2029.64,18201.262,0.001,,,,,,,
3680,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3685,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3690,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3695,274.2,1038.631,999.537,1017.616,1018.448,1020.258,1079.615,1119.295,1676.904,1735.366,0.001,,,,,,,
3700,101.2,1422.734,999.885,1017.451,1018.059,1018.784,1029.244,1085.243,13733.198,13734.95,0.001,,,,,,,
3705,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3710,217.8,1216.938,999.636,1017.168,1017.96,1018.913,1051.746,1093.815,14223.22,14294.481,0.001,,,,,,,
3715,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3720,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3725,261.6,1054.042,999.669,1017.145,1017.719,1018.525,1027.536,1069.589,3675.407,3760.16,0.001,,,,,,,
3730,192.6,1039.174,999.432,1017.214,1018.229,1042.741,1092.494,1151.06,1234.851,1284.64,0.001,,,,,,,
3735,352.2,1229.06,999.168,1016.861,1017.69,1018.581,1061.633,1100.975,1792.163,22689.201,0.001,,,,,,,
3740,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3745,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3750,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3755,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3760,422.2,1036.143,999.032,1016.837,1017.649,1019.244,1076.456,1139.459,1293.448,1666.311,0.001,,,,,,,
3765,449.8,1034.549,999.302,1016.652,1017.425,1018.186,1049.419,1083.607,1501.683,2333.87,0.001,,,,,,,
3770,64.8,1822.178,999.563,1016.809,1017.47,1018.051,1046.563,1077.173,17281.769,17282.114,0.001,,,,,,,
3775,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3780,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3785,339.2,1282.968,999.588,1016.791,1017.422,1018.238,1026.081,1051.576,1126.543,28980.928,0.001,,,,,,,
3790,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3795,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3800,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3805,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3810,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3815,347.6,1093.754,999.232,1016.704,1017.406,1018.102,1025.286,1046.775,1177.241,9154.545,0.001,,,,,,,
3820,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3825,339,1194.911,999.313,1016.723,1017.425,1018.148,1026.222,1059.588,1159.816,19485.408,0.001,,,,,,,
3830,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3835,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3840,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3845,373.2,1059.806,999.173,1016.447,1017.13,1017.777,1024.544,1027.124,1076.317,5960.124,0.001,,,,,,,
3850,10.8,1208.723,1001.437,1075.474,1133.522,1418.603,1518.918,1518.982,1519.356,1519.356,0.001,,,,,,,
3855,270.2,1056.314,999.523,1016.384,1017.117,1017.967,1033.771,1108.507,2983.069,3092.4,0.001,,,,,,,
3860,102.2,1277.434,999.169,1016.727,1017.447,1018.237,1026.918,1208.957,9136.83,9146.659,0.001,,,,,,,
3865,143.2,1021.895,999.529,1016.572,1017.278,1017.95,1026.429,1083.634,1108.873,1110.174,0.001,,,,,,,
3870,240.8,1114.229,999.132,1016.602,1017.248,1017.837,1025.041,1050.656,8203.489,8290.052,0.001,,,,,,,
3875,91.2,1051.076,999.616,1017.013,1017.716,1034.59,1167.352,1209.966,1343.489,1344.597,0.001,,,,,,,
3880,547.4,1028.304,998.334,1016.572,1017.244,1017.963,1027.159,1135.19,1217.38,1317.07,0.001,,,,,,,
3885,533.2,1029.51,999.344,1018.012,1021.161,1023.751,1063.903,1080.62,1185.069,1267.515,0.001,,,,,,,
3890,671.6,1023.39,998.151,1018.744,1019.933,1021.314,1031.656,1061.54,1095.736,1155.436,0.001,,,,,,,
3895,717.8,1021.888,998.617,1018.202,1019.074,1020.22,1028.264,1054.474,1093.852,1130.472,0.001,,,,,,,
3900,759.2,1020.678,999.175,1017.721,1018.43,1019.249,1026.759,1051.191,1094.562,1149.435,0.001,,,,,,,
3905,498.6,1109.512,997.733,1017.343,1018.102,1018.956,1027.379,1052.802,1109.666,14884.183,0.001,,,,,,,
3910,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3915,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3920,225.6,1285.891,999.213,1017.274,1017.997,1019.299,1035.035,1085.915,19511.375,19554.022,0.001,,,,,,,
3925,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3930,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3935,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3940,237.4,1288.094,999.551,1017.213,1017.875,1018.685,1055.245,1092.341,20586.707,20656.377,0.001,,,,,,,
3945,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3950,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3955,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3960,42.4,1098.871,999.913,1067.985,1100.928,1128.108,1176.481,1209.576,1210.358,1210.74,0.001,,,,,,,
3965,457.4,1056.084,998.975,1017.111,1017.795,1018.881,1058.533,1112.136,1633.954,4728.238,0.001,,,,,,,
3970,275,1021.962,999.145,1016.96,1017.65,1018.365,1027.471,1075.111,1115.924,1160.101,0.001,,,,,,,
3975,325.6,1131.055,999.813,1016.842,1017.523,1018.44,1051.435,1109.539,1797.297,11134.695,0.001,,,,,,,
3980,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3985,229.4,1021.927,999.506,1016.766,1017.439,1018.092,1026.621,1059.771,1183.782,1193.426,0.001,,,,,,,
3990,90.4,1686.127,999.779,1017.038,1017.584,1018.432,1027.437,1059.668,19872.96,19873.713,0.001,,,,,,,
3995,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4000,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4005,13.8,1149.118,1000.305,1108.451,1160.45,1208.398,1242.354,1243.468,1243.487,1243.487,0.001,,,,,,,
4010,514.4,1030.912,995.418,1016.826,1017.582,1018.666,1058.982,1101.259,1268.454,1488.17,0.001,,,,,,,
4015,411.8,1159.216,999.167,1016.81,1017.469,1018.325,1026.766,1057.016,2876.419,17158.133,0.001,,,,,,,
4020,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4025,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4030,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4035,295.8,1047,999.013,1016.829,1017.5,1018.553,1100.241,1302.711,1658.871,1769.183,0.001,,,,,,,
4040,21.6,2023.699,999.705,1016.358,1016.743,1052.207,7772.812,7773.848,7824.405,7825.168,0,,,,,,,
4045,14.6,1777.071,999.928,1452.495,1917.232,2059.875,2176.769,2176.804,2177.239,2177.239,0.001,,,,,,,
4050,19.6,1806.079,1000.168,1809.969,1876.872,1884.68,1941.637,1959.015,1960.203,1960.203,0.001,,,,,,,
4055,21.4,1748.242,1000.267,1775.352,1810.12,1867.02,1983.557,1985.636,1986.701,1986.701,0.001,,,,,,,
4060,18.6,1840.632,1000.235,1784.526,1934.329,2043.181,2076.088,2076.103,2076.136,2076.136,0.001,,,,,,,
4065,21.8,1699.059,1000.626,1085.11,1859.496,1986.836,2243.536,2251.664,2251.993,2252.798,0.001,,,,,,,
4070,203.4,1137.294,999.666,1016.668,1017.405,1018.092,1027.372,1060.253,8499.678,8501.212,0.001,,,,,,,
4075,164.2,1022.738,999.368,1016.666,1017.325,1018.337,1026.831,1091.512,1141.921,1152.588,0.001,,,,,,,
4080,390,1040.599,998.327,1016.544,1017.242,1017.981,1026.162,1059.045,1417.607,3401.384,0.001,,,,,,,
4085,195.2,1203.378,999.494,1016.681,1017.19,1017.83,1026.419,1051.735,12135.223,12574.621,0.001,,,,,,,
4090,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4095,9.6,2004.095,1000.51,1810.034,2042.642,2526.157,2585.202,2585.218,2884.839,2884.839,0,,,,,,,
4100,18,1991.274,1000.327,1918.133,2000.959,2275.984,2416.245,2417.27,2417.437,2417.437,0.001,,,,,,,
4105,357,1193.573,999.679,1016.603,1017.168,1017.936,1026.605,1059.166,2535.111,18732.558,0.001,,,,,,,
4110,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4115,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4120,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4125,378.8,1019.382,997.413,1016.377,1017.091,1017.69,1024.392,1049.785,1092.215,1177.818,0.001,,,,,,,
4130,94.4,1251.346,999.678,1016.29,1016.801,1017.495,1024.389,1025.745,7989.978,7990.533,0.001,,,,,,,
4135,264,1030.717,999.665,1016.564,1017.241,1018.261,1067.376,1141.37,1250.703,1260.102,0.001,,,,,,,
4140,648.6,1024.275,999.146,1016.317,1016.998,1017.655,1025.412,1059.803,1192.591,1501.442,0.001,,,,,,,
4145,751.6,1020.877,991.524,1016.534,1017.29,1021.77,1027.75,1057.327,1083.729,1127.182,0.001,,,,,,,
4150,628.6,1025.06,996.535,1019.147,1020.302,1021.974,1052.941,1063.668,1090.597,1273.813,0.001,,,,,,,
4155,719.8,1022.075,997.26,1018.27,1019.248,1020.358,1029.029,1060.574,1087.227,1113.542,0.001,,,,,,,
4160,758,1020.478,999.383,1017.697,1018.469,1019.317,1027.447,1052.89,1085.429,1095.931,0.001,,,,,,,
4165,628,1117.421,999.334,1017.311,1018.095,1018.98,1026.64,1049.922,1122.356,20172.228,0.001,,,,,,,
4170,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4175,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4180,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4185,224.6,1226.914,999.28,1017.381,1018.089,1019.039,1050.536,1075.962,15284.364,15310.809,0.001,,,,,,,
4190,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4195,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4200,135.4,1021.493,998.922,1016.806,1017.838,1018.578,1033.978,1061.502,1101.811,1102.126,0.001,,,,,,,
4205,123.8,1190.02,999.656,1017.083,1017.754,1018.696,1050.077,1071.154,7597.686,7597.783,0.001,,,,,,,
4210,249.2,1061.994,999.623,1017.125,1017.901,1018.848,1028.425,1083.864,3998.408,4050.217,0.001,,,,,,,
4215,268.8,1203.712,999.798,1016.998,1017.68,1018.414,1026.338,1067.217,16367.951,16416.258,0.001,,,,,,,
4220,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4225,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4230,66.2,1029.286,999.565,1017.071,1017.78,1025.009,1084.783,1093.453,1131.333,1133.772,0.001,,,,,,,
4235,218.2,1190.409,999.74,1016.852,1017.627,1018.519,1027.672,1060.743,12619.591,12663.505,0.001,,,,,,,
4240,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4245,38.2,1173.567,1000.303,1109.876,1189.431,1243.682,1285.122,1286.064,1293.401,1293.567,0.001,,,,,,,
4250,550,1030.895,999.213,1016.858,1017.599,1018.551,1043.3,1084.904,1584.615,1798.141,0.001,,,,,,,
4255,332.6,1083.909,997.596,1016.706,1017.456,1018.111,1026.575,1059.561,1085.204,7718.45,0.001,,,,,,,
4260,95.6,1025.342,999.503,1016.863,1017.508,1018.692,1056.675,1099.705,1142.263,1142.304,0.001,,,,,,,
4265,249,1268.938,999.251,1016.441,1017.153,1018.12,1026.045,1051.446,20487.915,20522.725,0.001,,,,,,,
4270,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4275,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4280,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4285,324.4,1049.246,999.708,1016.756,1017.38,1018.146,1026.64,1084.778,2179.005,3307.474,0.001,,,,,,,
4290,435,1029.005,999.385,1016.859,1017.567,1018.731,1051.226,1083.345,1276.055,1515.271,0.001,,,,,,,
4295,188.4,1331.854,999.435,1016.672,1017.401,1018.635,1058.847,1100.467,19156.989,19207.344,0.001,,,,,,,
4300,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4305,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4310,38.8,1036.344,999.869,1016.665,1017.602,1050.917,1108.728,1118.099,1134.492,1134.535,0.001,,,,,,,
4315,314.4,1052.004,999.55,1016.964,1017.515,1018.428,1034.614,1101.538,3491.976,3585.717,0.001,,,,,,,
4320,522,1029.77,999.48,1016.764,1017.48,1018.335,1050.553,1108.478,1275.542,1543.967,0.001,,,,,,,
4325,505.4,1137.954,999.608,1016.576,1017.275,1018.407,1050.103,1084.507,1647.872,18425.089,0.001,,,,,,,
4330,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4335,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4340,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4345,364,1193.141,999.276,1016.534,1017.302,1018.013,1026.239,1066.115,1103.718,21126.813,0.001,,,,,,,
4350,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4355,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4360,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4365,119.6,1027.926,999.74,1016.667,1017.338,1018.162,1027.723,1035.24,1592.265,1593.486,0.001,,,,,,,
4370,267.4,1059.406,999.398,1016.623,1017.331,1018.204,1034.692,1091.897,2449.544,2509.171,0.001,,,,,,,
4375,375.4,1093.483,999.441,1016.592,1017.205,1017.983,1025.658,1050.857,1084.966,9900.567,0.001,,,,,,,
4380,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4385,14,2018.714,1000.23,1901.192,2043.531,2234.892,2310.351,2542.711,2542.793,2542.793,0,,,,,,,
4390,17.2,2035.147,1000.759,1884.744,1975.652,2384.103,2433.741,2434.925,2502.085,2502.085,0,,,,,,,
4395,17.4,1785.392,1000.215,1751.653,1859.478,1892.62,2026.784,2027.965,2042.808,2042.808,0.001,,,,,,,
4400,19.6,1814.373,1000.301,1785.339,1809.902,1942.49,2017.928,2018.039,2018.046,2018.046,0.001,,,,,,,
4405,18.8,1831.165,999.857,1775.274,1885.111,2101.913,2133.566,2134.782,2134.881,2134.881,0.001,,,,,,,
4410,208.8,1265.599,999.625,1016.534,1017.184,1018.104,1027.335,1135.375,15645.726,15689.137,0.001,,,,,,,
4415,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4420,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4425,340.6,1022.569,999.61,1016.594,1017.322,1018.05,1026.526,1065.34,1134.105,1174.959,0.001,,,,,,,
4430,376,1042.589,997.966,1016.666,1017.262,1018.234,1036.748,1080.498,1199.908,3461.037,0.001,,,,,,,
4435,432.6,1112.629,999.656,1016.591,1017.337,1018.093,1040.977,1076.825,1506.809,13015.224,0.001,,,,,,,
4440,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4445,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4450,17.2,1917.592,1000.416,1851.037,1977.804,2075.65,2102.735,2125.117,2125.605,2125.605,0.001,,,,,,,
4455,19,1893.781,1000.071,1882.01,1942.35,2002.459,2052.528,2243.204,2244.313,2244.313,0.001,,,,,,,
4460,319.2,1202.071,999.273,1016.605,1017.283,1018.117,1026.48,1079.7,18394.82,18637.242,0.001,,,,,,,
4465,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
